Id,Stars,Ratings,Reviews,current_price,MRP,channel,Operating_system,Picture_quality,Speaker,Frequency
realme_008,4.3,25107,2932,41999,42999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Blaupunkt_007,4.4,6977,1601,19999,28999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,40 W Speaker Output,60 Hz Refresh Rate
TOSHIBA_001,4.6,0,0,22990,34990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
LG_060,4.4,0,0,68990,68990,Netflix|Youtube,Operating System: WebOS,Full HD 1920 x 1080 Pixels,20 W Speaker Output,50 Hz Refresh Rate
SONY_037,4.5,6056,1082,34184,68400,Netflix|Prime Video|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate
InnoQ_003,4.1,0,0,13790,35990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
MOTOROLA_019,4.3,22486,3538,27999,35500,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
MOTOROLA_005,4.3,20879,3410,45999,60999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840*2160 Pixels,44 W Speaker Output,50 Hz Refresh Rate
LG_009,4.4,5830,698,74990,119990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
acer_006,4.4,5449,897,34999,54990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
PHILIPS_004,4.0,0,0,28999,35990,Netflix|Prime Video|Youtube,Operating System: Linux based,Full HD 1920 x 1080 Pixels,16 W Speaker Output,60 Hz Refresh Rate
Lloyd_001,0.0,0,0,48900,70490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Compaq_003,4.5,0,0,40999,64999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Croma_017,3.3,0,0,27990,60000,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
kinger_005,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x768 Pixels,24W x 2 Speaker Output,60 Hz Refresh Rate
LG_016,0.0,0,0,45253,69990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_001,4.4,53639,4811,15999,22900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_064,0.0,0,0,149990,257900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate
ONIDA_004,4.4,591,102,23999,37990,Netflix|Prime Video|Youtube,Operating System: VIDAA,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_035,0.0,0,0,470900,470900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,200 Hz Refresh Rate
Haier_006,4.3,0,0,18999,31999,Netflix|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SONY_017,4.4,1495,394,21299,36900,Full HD 1920 x 1080 Pixels,8 W x 2 Speaker Output,200 Hz Refresh Rate,2 x HDMI | 2 x USB,1 year sony Domestic Warranty
Mi_006,4.4,663035,67204,14999,19999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
CORNEA_003,0.0,0,0,36999,49999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
Nokia_016,0.0,0,0,41999,59999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,48 W Speaker Output,60 Hz Refresh Rate
TCL_003,0.0,0,0,15990,29990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
JVC_002,0.0,0,0,24990,27990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920x1080 Pixels,12W x 2 Speaker Output,60 Hz Refresh Rate
Oxygen_001,0.0,0,0,69990,124990,Netflix|Prime Video|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Infinix_002,4.2,14818,2281,24999,24999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate
LG_084,4.2,0,0,22990,23990,HD Ready 1366 x 768 Pixels,20W Speaker Output,50 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year LG India Comprehensive Warranty and additional 1 year Warranty is applicable on panel/module
acer_007,4.4,5449,897,29999,44990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Blaupunkt_001,4.4,6977,1601,15999,23999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,40 W Speaker Output,60 Hz Refresh Rate
MOTOROLA_011,4.5,0,0,25499,33000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Blaupunkt_003,4.6,3381,929,39999,55999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate
Thomson_011,4.3,6421,1797,23999,29999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
OnePlus_003,4.3,101256,9189,25999,31999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Vu_014,0.0,0,0,74990,80000,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,100 W Speaker Output,120 Hz Refresh Rate
Croma_012,2.3,0,0,25990,40000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: FireTv OS 6,Full HD 1920 x 1080 Pixels,20 Speaker Output,60 Hz Refresh Rate
SONY_032,4.3,0,0,27489,29900,Netflix|Youtube,Operating System: Linux based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,50 Hz Refresh Rate
Onix_002,3.7,0,0,26339,26349,HD Ready 1366 x 768 Pixels,16 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty on Product
VG_001,0.0,0,0,18990,26000,HD Ready 1366 X 768 Pixels,8W X2 Audio Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 + 2 Year
TCL_022,4.3,0,0,69990,159990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
Croma_004,4.3,0,0,11990,25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate
SAMSUNG_048,0.0,0,0,109990,169990,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate
Thomson_001,4.4,67598,14655,20999,27999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,30 W Speaker Output,60 Hz Refresh Rate
Micromax_005,4.2,0,0,71990,71990,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,Zero Dots LED Panel
Infinix_001,4.2,14818,2281,15999,17999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Hisense_007,4.3,0,0,40990,59990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,102 W Speaker Output,60 Hz Refresh Rate
Thomson_002,4.2,0,0,9999,14999,Prime Video|Youtube,Operating System: Linux,HD Ready 1366 x 768 Pixels,30 W Speaker Output,60 Hz Refresh Rate
Haier_001,4.7,0,0,28590,46990,Netflix|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Haier_009,4.7,0,0,33390,38650,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
LG_013,0.0,0,0,98780,149990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20W Speaker Output,60 Hz Refresh Rate
MarQ_008,4.2,0,0,6978,10499,HD Ready 1366 x 768 Pixels,16 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Warranty on Product
Nokia_004,4.3,11336,1966,37999,54999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,48 W Speaker Output,50 Hz Refresh Rate
LG_062,4.2,0,0,103990,103990,Netflix|Youtube,Operating System: WebOS,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_020,4.2,0,0,19590,26490,Netflix|Prime Video|Apple TV|Disney+Hotstar|Youtube,Operating System: Tizen,HD Ready 1366 x 768 Pixels,20W Speaker Output,60 Hz Refresh Rate
iFFALCON_004,4.3,18688,2568,30999,58990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Nokia_012,4.4,1378,252,49999,69999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate
SONY_004,4.8,0,0,72990,109900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Google TV,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
T-Series_001,0.0,0,0,26999,33990,Netflix|Prime Video|Apple TV|Disney+Hotstar|Youtube,Full HD 1920 x 1080 Pixels,16 Speaker Output,50 Hz Refresh Rate,2 x HDMI | 2 x USB
Vu_020,4.4,2878,411,45999,85000,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,100 W Speaker Output,60 Hz Refresh Rate
CORNEA_001,0.0,0,0,10999,19999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
JVC_001,4.1,799,210,37999,59999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_030,4.3,0,0,39490,54900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_090,0.0,0,0,124999,184900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate
LG_010,4.6,0,0,55500,89990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20W Speaker Output,60 Hz Refresh Rate
LG_065,4.4,0,0,79990,79990,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate,2 x HDMI | 1 x USB
kinger_029,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x798 Pixels,24W x 32 Speaker Output,60 Hz Refresh Rate
SAMSUNG_052,4.5,0,0,144990,211900,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,120 Hz Refresh Rate,4 x HDMI | 2 x USB,1 Year Warranty on Product and Additional 1 Year for Panel
CloudWalker_001,4.3,1706,466,17999,32990,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 2 x USB,A+ Grade IPS
Adsun_011,3.8,6730,929,7999,16999,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,A+ Grade
LG_059,4.8,0,0,77990,77990,Operating System: WebOS,Full HD 1920 x 1080 Pixels,20 W Speaker Output,50 Hz Refresh Rate,3 x HDMI | 2 x USB
SAMSUNG_015,4.3,0,0,19590,26490,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
LG_027,0.0,0,0,399564,529990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40W x 2 Speaker Output,120 Hz Refresh Rate
Thomson_014,0.0,0,0,18499,21499,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate
realme_002,4.3,197035,22679,15499,17999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Candes_001,4.1,0,0,8299,22690,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,1 Year Candes Domestic Warranty
acer_002,4.4,5449,897,25999,31990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
ONIDA_003,4.4,591,102,35999,68990,Netflix|Prime Video|Youtube,Operating System: VIDAA,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
KODAK_012,4.4,1693,368,23999,33999,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_057,2.3,0,0,341900,399900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate
LG_055,4.6,0,0,149999,229990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate
SAMSUNG_040,0.0,0,0,167199,269900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,200 Hz Refresh Rate
Micromax_004,4.2,3790,602,11999,22990,Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,24 W Speaker Output,60 Hz Refresh Rate
SONY_027,4.3,0,0,259999,449900,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,50 W Speaker Output,100 Hz Refresh Rate
Panasonic_003,4.4,0,0,69999,139900,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate
Lloyd_002,0.0,0,0,60990,60990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Yuwa_007,3.8,0,0,12499,22500,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android Based,Full HD 1920*1080 Pixels,10 w *2 Speaker Output,60 Hz Refresh Rate
KODAK_005,4.5,17462,5306,31999,42999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840X2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
Nokia_014,0.0,0,0,49999,79999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,48 W Speaker Output,60 Hz Refresh Rate
Vu_006,4.4,31993,4975,36999,75000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
HUIDI_003,4.0,4864,558,5999,10999,HD Ready 1366 x 768 Pixels,10 W Speaker Output,60 Hz Refresh Rate,1 x HDMI | 1 x USB,1 Year Warranty
SAMSUNG_022,4.4,7344,883,87990,125900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Thomson_003,4.1,54251,7937,9999,14990,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,Thin Bezel Design
Oxygen_003,0.0,0,0,32990,42990,Netflix|Prime Video|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
kinger_009,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x779 Pixels,24W x 13 Speaker Output,60 Hz Refresh Rate
Coocaa_008,4.2,0,0,27999,53990,Netflix|Prime Video|Youtube,Operating System: Linux,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Nokia_008,4.3,23271,3975,22999,29000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,24 W Speaker Output,60 Hz Refresh Rate
ONIDA_002,4.4,591,102,13999,23490,Netflix|Prime Video|Youtube,Operating System: VIDAA,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
LG_054,4.7,0,0,164999,264990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,100 Hz Refresh Rate
SAMSUNG_065,0.0,0,0,119990,192990,Ultra HD (4K) 4K QLED (3840 x 2160) Pixels,60 Watts Speaker Output,120 Hz Refresh Rate,4 x HDMI | 2 x USB,1 YEAR
LG_032,5.0,0,0,194990,379990,Netflix|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate
kinger_019,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x783 Pixels,24W x 17 Speaker Output,60 Hz Refresh Rate
Sansui_007,3.7,0,0,69200,69200,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 2 x USB,IPS
SONY_003,4.6,838,147,35999,44900,Netflix|Youtube,Operating System: Linux,Full HD 1920 x 1080 Pixels,20 W Speaker Output,50 Hz Refresh Rate
SAMSUNG_075,4.1,0,0,104950,209900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (8K) 7680 x 4320 Pixels,40W Speaker Output,200 Hz Refresh Rate
Croma_010,0.0,0,0,59990,150000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
HUIDI_004,4.0,4864,558,8999,18599,Netflix|Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_047,0.0,0,0,81990,115999,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_101,4.3,43685,5448,14499,22500,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,HD Ready 1366 x 768 Pixels,10 W Speaker Output,50 Hz Refresh Rate
Nacson_003,4.3,0,0,12990,25990,Disney+Hotstar|Youtube,Operating System: Android Based,HD Ready 1366 x 768 Pixels,20 W Speaker Output,100 Hz Refresh Rate
kinger_001,0.0,0,0,12999,22490,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1366x814 Pixels,24W x 48 Speaker Output,60 Hz Refresh Rate
Croma_015,4.0,0,0,13990,25000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: FireTv OS 6,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate
Hyundai_007,4.2,0,0,35999,97990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,16 W Speaker Output,60 Hz Refresh Rate
Sansui_001,0.0,0,0,10999,17990,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,A+ Grade Panel
SAMSUNG_056,4.0,0,0,18740,21900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Candes_004,4.0,0,0,8499,17990,Netflix|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,20 Speaker Output,60 Hz Refresh Rate
Lloyd_007,4.8,0,0,74999,153990,Netflix|Youtube,Operating System: Linux based,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,50 Hz Refresh Rate
SAMSUNG_103,4.2,0,0,12700,15900,HD Ready 1366 x 768 Pixels,10 W Speaker Output,100 Hz Refresh Rate,2 x HDMI | 2 x USB,A+
Blaupunkt_005,4.4,6977,1601,13499,19499,Prime Video|Disney+Hotstar|Youtube,Operating System: Android,HD Ready 1366 x 768 Pixels,40 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_039,4.1,0,0,37490,40400,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Full HD 1920 x 1080 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Nokia_017,4.1,5891,1031,28999,39999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Full HD 1920 x 1080 Pixels,39 W Speaker Output,60 Hz Refresh Rate
Croma_019,0.0,0,0,43994,75000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: FireTv OS 7,Ultra HD (4K) 3840 x 2160 Pixels,20 Speaker Output,60 Hz Refresh Rate
SAMSUNG_014,4.2,1035,144,82990,144900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,120 Hz Refresh Rate
LG_002,4.4,5830,698,32990,59990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
Nokia_011,4.3,2900,500,42999,59999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_011,4.4,4261,460,29990,38900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Full HD 1920 x 1080 Pixels,20 W Speaker Output,50 Hz Refresh Rate
SAMSUNG_031,4.3,0,0,19599,25900,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 1 x USB,A+
Hyundai_003,4.4,0,0,11990,18990,HD Ready 1366 x 768 Pixels,16 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 2 x USB,A+ Grade Panel
LG_076,4.4,0,0,124999,177990,Netflix|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,50 Hz Refresh Rate
LG_073,4.3,0,0,78499,110990,Netflix|Youtube,Operating System: WebOS,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate
MOTOROLA_008,4.4,0,0,41999,72000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
LG_048,4.2,0,0,19900,21900,HD Ready 1366 x 768 Pixels,20 W Speaker Output,60 Hz Refresh Rate,2 x HDMI | 1 x USB,IPS
SAMSUNG_084,4.3,0,0,121999,143900,Netflix|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,100 Hz Refresh Rate
SONY_028,4.4,0,0,75099,89900,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate
CORNEA_004,0.0,0,0,54999,74999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,30 W Speaker Output,60 Hz Refresh Rate
SAMSUNG_013,4.2,1035,144,69990,119900,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Tizen,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
MOTOROLA_001,0.0,0,0,54999,63999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840횞2160 Pixels,60 W Speaker Output,60 Hz Refresh Rate
Vu_009,4.4,0,0,119999,150000,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,40 W Speaker Output,60 Hz Refresh Rate
SONY_025,4.6,0,0,60999,76900,Netflix|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,50 Hz Refresh Rate
Sansui_008,4.3,0,0,119990,119990,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate,3 x HDMI | 3 x USB,VA
RGL_003,4.0,2068,328,5490,9990,Operating System: HomeOS,Full HD 1920 x 1080 Pixels,16 W Speaker Output,50 Hz Refresh Rate,1 x HDMI | 1 x USB
realme_007,4.3,2104,291,48999,69999,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,24 W Speaker Output,60 Hz Refresh Rate
Haier_007,4.0,0,0,43999,54990,Netflix|Prime Video|Disney+Hotstar|Youtube,Operating System: Android,Ultra HD (4K) 3840 x 2160 Pixels,20 W Speaker Output,60 Hz Refresh Rate
